Movie,Name,Review,Score
Dhoom,Jordan,"um.

Yeah this is a fuckin movie. This is a real movie.

When uh.. Johnson annouced this ""dhoom"" I was like what are you doing. Why are you coming up with this shit.

I was like Gaahd dammit johnson, fuckin johnson what the hell.

I thought this was gonna be about biker boiz but with fast and furious.

But when it started and its for dudes on bikes, wreck a car, zoom around a truck.

Exact beginning of Fast N Furious, and I was like nobody told me this was fastnfurious and then this movie was soo fucking terrible.

But then I'm not screaming every time there's a music scene. I'm kinda like boppin. I dunno I had a good time with this movie. Its a piece of shit. Its not like its so bad its good, but I'm glad i experienced it.

Imma give it 3 removed sunglasses -- err -- glasses.

",3
Inu-Oh,Jordan,"im gonna briefly addon to that. Yes. I think like more knowledge of what we talked about like feudal japan and folkore coulda helped me, but there was a point where im not relaly following the songs that they are talking about too well, so im just gonna let this movie wash over me and be its own thing that way.

but then hearing some people talk about some of the details of the movie i was like that sounds like a fuckin cool thing like i feel like there was stuff kinda glossed over that it woulda been too hard for your brain to kinda reach for that. i wa slike im just gonna check out and let these visual go because thats what my brain was prepared to handle right now.

i could see this being like a if i one day learn more about the culture and come back and revisit this. theres something more being told than i was taking in.

but also like sam im gonna give it 3 cursed elongated arms.",3
Super Mario Bros.,Jordan,"clears throat.

I also saw this. At least once. I don’t think I saw it more than that.

Sam early viewing = icky

my early viewing = oh oh that’s not mario. Alright no, no thank you.

And like disappointed for sure, nowadays this is a terrible movie, this is afuckin bad adaptation. i never desired to go back to it. im super grateful that this happened cause i wouldnadone it on my own. this is, this is not for me. it's not good.

i have to.. i have to admit, im kinda unfortunately on the side of those guys that are like ""this ruined my childhood!""

i didnt see this movie til well after this movie, but like, i fuckin hate this movie and i dont know if theres like peopel --- theres people in it, thats cool but this should not even attempt to be super mario brothers. fuck this movie

barring the suits for 10 minutes, they dont do anything. fucking fire out of guns instead of fire flowers fuck this movie and with that im out 1 screaming martini worms.",1
We're Back: A Dinosaur's Story,Jordan,"*without spice*
We are not on arrakis.

This was fun. This was a movie I had never heard of. And it was pretty silly and ridicuoloous and not necessarily great, but it was fun to talk about.

Its fun to like, remember kids movies that are just like dont worry about the fuckin plot or anything, its just gonna happen. theres gonna be bright colors and entertain, sure you can drill in there and find some fables and words of wisdom, you'll be fine. its gonna eat an hour of their time.

But hopefully becoming a father here in not too long, i was like ""oh that's interesting"" oh i like that, brave little toaster huge movie for me as a kid.

i liked it, and its ridiculous, so lets party with that stupid ass movie: 4 circuses which are a notion with Spiiiiiiiice. bring back scary shit for children.",4
Blood Simple,Jordan,"me personally, I'm not a film critic.

Sam kinda said, I fuckin love watchin movies. I fuckin love them. But. What this apparently is asking me… im not really about.

So I kinda just had to take it for what it was on my first viewing. But I cant see this movie for the first time without seeing other cohen movies and knowing that they done it better in various other moobies.

i didnt come away with super nego vibes but defo underwhelemed (just whelmed) so i did get a little indignant, but sorry for getting so hot in my curdled milkpants.

but its just like... thats not a funny movie.

you watch it on 8th viewing, like ""cool, thats fuckin great"" i just didnt find that to be true (not having seen it 8 times) personally.

so with reif, and im happy to see where this started, thats great. knowing where they went. glad i started there.

so with reif, im going to help bring this ridiculous average down and give it 2 curtainless windows.",2
Gattaca,Jordan,"gattaca was a movie that I thought was a more different movie.

While watching this I had to have a moment with myself after last week's blowup and had to stop thinking what I was gonna get outta this movie and what this movie might be instead of what this movie might give me.

instead of one of those equilibrium type action movies, this is not that at all.

i gotta have a good time with what this is given me.

its kind of this simple commentary on class or genetic engineering. and then its just two white dudes with this goal of ""who fucking cares lol""

the line at the end which maybe to shags point is the most bromance of it its like ""who the fuck gives a fuck about you"" and hes like ""i loaned you my name and you loaned me your dream""

and im like, ""alright that's kinda touching and stuff but im rambling""

3 unmichaelphelpslikebrothers cause i dunno. i didnt particualrly get mad at it or whatever.

thats where you start.",3
Every Which Way But Loose,Jordan,"lithography or whatever the fuck. Set design tip top.

Shag I think you nailed it right there that line you said where they think they can phone it in and it's funny is pretty much my entire takeaway of this movie. We are like ""uh yeah its fun its ridiculous its nice its fun its bad whatever.""

the thing is i think its so lazy or yeah this is funny shit we got a monkey and greatest action actors ever fuckin give us your money.

i dont wanna give them my money, to ape some of you i dont particularly care for it 2 picken pissen fartin and ass pickens.",2
Bloodsport,Daniel,,3
Killer Klowns From Outer Space,Daniel,,2
The Adventures of Buckaroo Bonsai Across the 8th Dimension,Daniel,,4
Jupiter Ascending (og),Daniel,,1
Wizards,Daniel,,2
Air Force One,Daniel,,2
Tremors,Daniel,,4
Blue Chips,Daniel,,3
The Night is Short Walk On Girl,Daniel,,4
Little Monsters,Daniel,,3
To Wong Foo Thanks for Everything! Julie Newmar,Daniel,"""Tight little production"" said sam. 
""Looser movie"", said Hake.

Two black fades...",4
The Big Chill,Daniel,"stand by original statement. Fun watch. Loved those aspects of it. the growth of watching rich white people complain and not have an emotional arc… so many movies I love are white people complaining but this one doesn’t get to the point. doesnt land, but still enjoyed it. 3 dead. hard 3. came in 3 left with 3",3
Drib,Daniel,fanboy of this guy. It totally beat my expectations. You cant make a feature. Challenge to see what he could do. Low expectations. Didn’t make bigger statement. Marking and comedy in general. Much deeper commend did not land end of the day making something original hake and i irianian director even close to making have to give it 4 slaps by body builder: originality and enjoyment,4
Let the Corpses Tan,Daniel,"stuck between 2 and 3. part enjoyed visuals, part was real bored. Wants to like it more based on like being nice to the movie. But my gut reaction was a two. Two dresses getting shot off the maids. Man there were some tired old tropes i dont want to see in art house films",2
The Quiet Man,Daniel,"don’t use this film to beat up other films. I watched this with my old coworkers from the 40s. I put in two oldies but goodies. Crazy week. I walked into this conversation thinking im gonna give ita  3. now talking more about it, goign through notes how 1 noted all the cast members were. continued to go everyone is 1 dimensional. building this straight for no nuance, no reality. gotta stand by my principals that theres not much good other than: hang out, charmyness of ireland
5 spiked cigarettes for the fight scene",2
The Little Prince,Daniel,"my critique is that what we ended on. I wish they would have grounded the old man in the relationship, more hesitant, felt weird. To echo what sams said, I didn’t like arc of mom. Instantaneous realization, man I now see the light. there wasnt an acceptence. little girl great, little prince great, fox great, overall, very rewarding. if i had kids, great this is a movie that deals with some concepts totally on board. positive 3 baobab trees. in between an 3 and a 4",3
The Glimmer Man,Daniel,theres not much more I can probably say tha tyou havent all touched on. I think we paused it to all pee or something. I am loving the clip its moving at. Don’t know where its gonna go in best or worst way. Was a blast to watch. That’s a 1 like bruce lee. there's nothing about this movie that was.. i was entertained. this was not jupider ascending. this had a little bit of heart. the relationship between the two of them. everyonce in a while steven segall works. kinda funny. 2 like bruce lee but betters to be the middle man,2
Masked and Anonymous,Daniel,this movie was the definition of pretention. Taking metaphors and bringing higher meaning into anythign. Sucks when you have literal pretentiousness. Dialouge felt like an 18 year old film school dude watched this. A dude watched a tarantino movie and cohen brothers movie i know what movies are. hard 1. directing a script was not in the cards for this guy.,1
There's Something About Mary,Daniel,"ive seen dog fight scene and hairgel scene. Crazy how little I know about screenshots or whatever. Yeah we said al ot about this movie.t here's some funny funny parts. Car scene. Beggingin scene. End scene. Johnanthon richman scenes. puttin them in th emovie. i couldnt get over the male gaze of this movie. womean are just pedastals that ove sports sex toys rachel got pissed about this movie cant we just watcht his movie. your cutting me off we had a have a whole conversation i was not trying to cut you off ben stiller we gotta watch more it was a whole thing. it ruined a good evening. i couldnt get over the male gaze of the movie which like sucked. man the women characters just sucked. theres movies from the 90s where they know how to write a female. the arc of the gnlish speaking architect changing to a pizza dude even if it didnt work logically i love love loved that whole scene. the fact that she went to ben stiller totally made sense for the time period, would it have been btter i dont know o herees your keys that coulda been a funny bit 2 testicals above the penis",2
Medium Raw: Night of the Wolf,Daniel,the only way this can move up to 1 dimple pie is if the ending is totally fucked up. It iddn't do it so zero.,0
They Live,Daniel,"hake: I think this movie would mean you are siskle and ebert john romero
sam: johnson doesn’t like the sex and violence.
Daniel: um. So yeah we talked a lot well actually im going to talk about al ot I knew about this dustin deverette from bayonette had an awesome poster from his work custom made poster always knew abou tit from that the production design of b/w homerun. it was so well done. everytime it went b/w i was mesmerized. to echo johnson with the pacing, i wrote down - ""so slow - but i like"". I liked how it was building up to something but it felt purposeful (minsu the church looking thing). Buildup slow pacing bad payoff. Beautiful. Issue - resistance. felt likesuch a rag tag aspect but it just didnt pay off. because. i felt like it could have been one small scene to flesh them out a bit more. and hten it would of made sense. i cam e in definitely going like this ia four but i painted with ryan today and we were talking abou tit and 3 pairs of sunglasess. i still love it. lub it. charts 3 so much love. not a bad one. ",3
Don't Look Now,Daniel,"um. So yeah. This was like a random pick because Ive always wante dto watch it people talking about it on hereditary. Serious watch. I agree with a lot of you. The literal and story aspect left a lot to be desired. Makes up a lot in its symbolism. not going to take anything at straight value. what it is trying to say with that. once i got my brain on. venice in late fall winter gorgeous time to film. reif. talking about murders being around. I liked the idea of the murders just being around in the setting. this midget is still a representation of the daughter his greif that murdered him. his greif of his daughter murdered him. murders by chance? in on that. donald. julie christie, she was pretty good. totally enjoy it. overall dug it. good horror art film in the 70s. 4 likcs of d suth toopazed mustache",4
Blow Out,Daniel,"jordan, you kinda went through my journey. 

Sam ""I love this guy, he's 20 years old. JJ redick. Mcroberts."" 

Um. So. Yeah overall really loved the movie. Loved the journey. Like jordan said, when it switched to the second half, it lost me for a second but i got on board again. then... because of the ending and the way it built up to that it was a bold choice. the scream bringing it back, i thought was fantastic. you thought it didnt matter but it did. when it ended, oh, it kind of washed over me i kinda thought this film was basically the main character findingt he truth in something and prove that i found the truth but really this is about filmmaking. you think what you are making is the truth, you are trying to show that to the world. John Travolta is the filmmaker, this is the truth! no its not, in denial. this film is showing at the end. the scream that gets used in the terrible B movie is literal truth. no matter how bad or good, there is a glimmer of truth in every film that has been made. 

Jack terry's whole journy is the journey of every filmmaker. you think capital T truth but really you only make a B horror movie you originally thought was truth but it is something. 5 fucking 5! what 5!!!! 5 screams (thassa good scream) WAT!!!!!! this isa masterwork of filmmaking it said the things it needed to,",5
Overlord,Daniel,"um. Yeah going into this movie on Sunday night I didn’t have any expectations other than it was JJ abrams from johnsons text. I thought war zombie movie. Went in with low expectations. Probably enjoyed most of it. Agree with most of our conversation on the flaws. At end of the day, ended well was breezy, parts that worked worked well as an action movie. Yeah I dont; have much else to say. have to give it 3 rotten sons of bitches.

Jordan ""Hake: ""not a zombie movie"" Hake ""reanimated super solider movie""

Shag: without tibbit would be worse. loved tibbit. tibbit gets it.

Sam: tibbit playing cards with the kid was tight.

Everyone: tibbit.",3
The Woman,Daniel,"I'm watching these dodgers about to come back from a 7-4 deficit. It's 8-7. That was an amazing rally. It was so good, so good. Mookie Bets.

Sam: I've decided next year I'm going to get back.

Shag: They made a movie. They completed a thing. I'm very proud of them for making a movie, paying people. Watching this in 2020 was like real rough. We have learned the art of telling stories with more depth and nuance than this. This movie I was on my computer, my phone as much as as i was Watching this movie. I do appreciate the opening. Then the juxtopisition of the party at th bbq, so strong. Thought they would lean more into that. Mayb eyou guys picked up more than i did.

Path of female now shes just an object. but like um, yeah it was just en dof the day so heavy handed...

Not a big body horror dude. It was just rough. so. 2 eaten hearts out of a hand.",2
Phantasm Two,Daniel,"missed some convo this is a movie where the conversation is better than the movie itself. Fun to talk about. Sad I missed the sex scene talk. Going to town with the underwear on again. WHOOOOOO. She is like a robot.
Ben: ""shes tall man""
Sam: ""inappropriate joke""
Shag: so the conversation about this movie great i suffered from watching this movie middle of the day on monday because the front part of the week is so busy so i just had to fit it in it was a lunch movie not time of day good. beginning was hilariously confusing with the double house blow up. sort of doing an adventure not explain.
so much heart in all of the good guy characters. sadly the female was not fleshed out well at all.
the tall man and his minions, great villian.
take away a lot of scenes from this movie in my head in a positive head. as a whole:
this is. uh. double quad shotgun.",2
Pumping Iron,Daniel,"cool. Um. I watched this with erin and joe at their house. Wish I could have paid more attention to that. This is a doc style that I love. The fly on the wall hangout doc… they aren't made as much anymore… I drew some comparsons of the vibe: paris is burning.
Vibe is the same. hanging out in the scene to let them know about this amzing thing is happening. beautifyl bceause no agenda. we think this thing is so cool, no agenda to it, just need to dcument the people doing and you will be totally encompassed by th ething they are doing. i love a doc that knows wen to cutt off.
loved the ending. him retiring. felt like ""the last dance"" coming off ""the last dance"". docs knew when to do it cause it was the peak of arnold. not a lot of critiques as a movie... not a lot of conflict or other stuff... super solid as docs go. 4 people if who are dogs would bite people. 

for dogs by dogs.

lol",4
Election,Daniel,"so yeah this conversation has been great I'm so happy this went this well.

Picked it not knowing a whole lot about it. It is in the criterion collections. Oh young resse witherspoon, young matthew broderick this could be fun 90s mtv movie. i think it delivered on. it was way more creative than i thought this movie ever could be.

Noone is wholly good or wholly bad. it is very eastern philosophy, characters have flaws, good, bad stuff, they brought this to that movie. it was so much fun to walk.

one more thing we havent talked baout. ahead of this time dealing with priveleged white men, midwest white men that don't deal with any diversity they think they can deal with anything. i agree with johnson the statutory rape was offputting, the way they took him down so quickly.

the slow demise was fun to watch of matthew broderick. can do it all piss in front a a tree and cehat on his wife because of the color of his skin and his gender because they were in omaha. this movie was swimmin in trim. paul for the win. 4 juicy fruits outta fishy bowls.

sam: hot offa presses",4
Party Monster,Daniel,"I agree with hake and sam and a lot of whateveryone said.

I did hit a wall with this movie. Once I knew how bad acting and style, you kinda hit a wall where it's like oh we gonna continue this. It wrapped up you were fatigued by the end of this movie.

once you get away from it, i realized this movie is not meant for me. the story it was tyring to tell i knew nothing about. i was an outside individual. i took that into watching this thing and um. at the end ofthe day i was doing the same thing jordan was. i was researchingt he real story and what it did.we talked so much about th ereal individuals and the real scene. in the end it succeeeded what it wanna do.

at the end of it thats unfair. i think it did what it neded to do. 3: money success fame and glamours.",3
Gone in 60 Seconds,Daniel,"I watched this in highschool at least once or twice and I remember it being decent, but not loving it. We rewatched it and I understood 100% why.

I think there was a lot of.. I t was funny. It was  a very funny movie when It comes to everyones portrayals. i remember cage being more unhinged in my brain, but that pulled me back in my enjoyment. like we talked about the skinsuit. i wanted more cage.

i felt like the buildup was a bits low bfore the heist happend. i loeved the cops. the villan was terrible. they did not write him well at all and i was very dissapointed with the villan. i remaner the villan being better.

the score was a big pet peeve of mine becuase it just forced you to feel things that the acors were not doign.

at the endo fth edat it was a blast to watch loved the characters in the buildup. this is not gonna get a juipe for review. 2 lazercutpoopiedogkeesthatigotmyjollysoffwith.

i remember talking with hake and accidentally watching early 2000s movies and i must just have a weird i just dont get the aesthetic. it sucks.",2
Dangerous Liaisons,Daniel,"clears throat.

To echo a lot of us, I thought the intro was very exciting. I was very excited to watch a period piece. It set us up to watch a funny and satiracl period peiec about how wealth treats sex and each other.

Lacking consistency. lacking tone. is this funny? is this serious? the movie ""the favorite"" was better.

once i thought about ""the favorite"" i realized this movie was bad.

the last act was strong. jordan made a comment earlier. it ended too quick and was getting good with the war betweeen the two but ended with swordfight. end was battle of ugliest two beign like ""to sex or not to sex, to manipulate or not to manipulate""

this movie deserves 2 double wig malkovitchz. monolith here.",2
Diamonds Are Forever,Daniel,"I have second leaset bond experience. This is also my first pre pierce brosnan bond in full. Which is ridiciulous. I know.

At least I was getting into it where I knew this was gonna be a rough one.

Multiple choice question:

Was sean connery the very first bond?

Y:

N:

i knew this one was bad.

he got $1.2 big ones in 1971 to do this movie. it cost $7 big ones to make it.

i have yet to see a more phoned in movie performance wise than this. this was insane how little anyone gave a shit when the cameras were rolling. i was like...

What. Am I watching?

Everyone from the bottom to the top gave a shit about this movie... and you could tell. as a viewer you begin to not care along with everyone else...

But it is a fun watch.

I do admit that the moon scene we rewatched was fantastic.

The moonbuggy with the tricycles...

Shout out to irish / italian funeral boys. the beginning part of the movie was all fine.

Conversation did not disappoint.

2 moonbuggies with plenty o tooles",2
The Bad News Bears,Daniel,"I was really excited to watch this because I havent watched one in a while. Excited to watch baseball, old school film.. At that.

Right of the bat I nkew I was super excited. The hand held camera and long takes gave it some realness and authenticity that iwas just really excited about.

and. i lvoed how timeless this was with the kids just wanted to hav efun. that was just super timeless.

loved that. and.

when i was thinkin about it this mirrored real life in a lot of ways with um...

noone goes through a huge transformation.
(sports movie)

the people in power will always win in life

but if you just have fun, drink a beer and enjoy the ride you can be the ACTUAL winner and that was the message.

im gonna give this movie 4 cruds. its not the adjective, its the noun.

jordan: foul, for wrong scoring system

sam: *supports jordan*

shag: 4 cruds",4
The Neon Demon,Daniel,"I think it would be better if I go. Lump me in with this group. Johnson at the end witches wild card kevin talk…

I am in the hake and sam camp where I was excited to at least try and appreciate this film for what it was. Gorgeous visual journey, rachel we gonna watch this at the cinema.

the beginning the acting was such a choice, then it just kept making decisions in which it lacked creativity and the pacing wore on me even thought i have thick skin for that.

the music, the visuals anammorphic lenses was incredible everyone looked amazing.

at the end of the day the symbolism was too heavy handed and i think i hate this director and its a white man directing a movie about women so fuck off dude. 2 trifecta cannibals.",2
Crocodile Dundee,Daniel,"ill echo jordan in a certain aspect I thought we were going to get something over the top adnventure cringe movie.

Instantly th etone was differnet.

Iw as like oh what am I getting into.

Theres been my main comfort movie that I talk about alot the asthecis same music same i instantly thought i knew this movie bcase that it was acted oddly well.

you believe them

i loved how it was shot

i agreed with sam about austrailia chill enough dipped toes

new york movies had some issues overall it was great

i am on the side of th efence that at the end where it jumped the shark i agree with ben becuase it jumped the shark at the right time. i loved the fact that it was chill early. 3rd act was breath of fresh air for me. i was gonna i m gonna give it 4 frostythrownoffacuppa",4
Beavis and Butt-Head Do America,Daniel,"*dresses as cornholio*

sam: talks about clowns.
Jordan: says dance floor.

Shaggy:

so I have to . Agree with um, everyone else, sorry I am buying a house. 

*purchases house*
(puts in offer)

um. I agree with everybody who has gone. i was really kind of thinking of more thought out humor but it was... the same gag for all of 80 minutes which got old and i was bored. but talking about it with you guys was a hell of a lot of fun to remember.

watching with headphones and a laptop is not the way th emovie should be digested. the soundtrack was great.

the peyote scene was great. happy we rewatched that.

juxtaposed against the rest of the movie it made it stand out even stronger because of that.

came in thinking 1 star but the conversation and cultural impact it had i cant give it 1 this is 2 a couplalittle spider monkeys




",2
A Prairie Home Companion,Daniel,"I did not realize we had that tally just overally point.

So. I, whenever you pick your movie you are just nevous about who people are going to receive it. Im not nervous anymore about picking the movie and receiving now im worried about the conversation.

idid i pick the right movie for wednesdays.

its the hang movie. are we gonna talk about this

i thoguht ensamble case maby this is a fun movie tongith it jsut pvroved like yeah t was a blast to alk about and wednsasdays are amasizing ie can pic anymovie and you gusy rbougth up so much stuf fi ddint aent sthink about but like we do this thing with each other

vusuall and usually i hate like heavy handed metaphors and this move rboguth them over and over

we had the angel
kevin klin floatin around
heavy handedness

why do i like this?

robert altman brings a direction and he is like me in the way i can just appreciate the laid backflow of it.

sam brought up the rollin cigarettes.

champaign poppin into ra

you mix the authetnticty i will easily swallow heavy handed metahpors all these movies have this you can tell they havin fun and its real

i had no prairie home companion knowledge bfore.

my scandidanvian heritage

is it perfect no, but i give 4 failed rolled cigarettesy by the one and honly kevin kline",4
Django,Daniel,"I don’t have a lot to say about this movie because we talked a lot about it.

My main thoughts was:

it was jarring at first poppin into this dubbed sphagetti western world, which I don’t hav ea lot of experience watching westerns.

once i settled in, i really fell in love with the scene and the world it created. especially th emain characther.

revisiting the fight scenese made me. hand held cameras gave some authenticity to this fake world.

i loved some of those action scenes. it was funny but at the same time the main character had a lot of grit and a lot of interesting character vibes going on.

i can see the influence. i can see why people chose this as a way for making future movies.

ive been watching a lot of sun dance movies and i had to watch this in two parts. i was so excited to return to the world of django.

something about watching a movie from 1966 i just had to jump in gonna ive it 4 coffins that were once filled with a machine gun but was now filled in gold.

a lot of holes to shoot bullets out of",4
Metropolis,Daniel,"um.

Ill try to keep this review simple

overall I think I enjoyed the watch of this film maybe more than the rest of indivduals.

I don’t have a huge anime backlog. That being said, the animation, I viewed through a nostalgiac lense.

i kind of oddly enjoyed the animation of this movie. not bcause it was good but because it was a moment in time

the movie endd and i was trying to figure out a lot of the symbolism.

im excited to let this stew, to figure out more of what they are going for.

then this conversation happened. nothing came to me, nothing came to you guys. robots, singularity.

when i got done with this film my gut reaction was a 4, but then 3.5 we dont do half so 3 uncles who dont give a shit about their nephews.

i really liked the music that was not big band but it was big band. glen miller white people but actaully not

i enjoyed th emusic choice. this was very cowboy bebop. rebop of cowboy bebop rebop of cowbop.

that main cowboy bebop theme.

jordan butchers cowboy bebop theme

japan is obsessed with jazz music. there is a whole storyline in treme about a trombone. etc.

movie night swag!",3
Mr. Jealousy,Daniel,"this is the firs tmovie I brought to movie club that I have seen.

Against my usual pricinpals.

Because zina has been watchign so many nb movies I was thinking aout his early stuff and how much fun.

Kicking and screaming I hated in college, i was like these guys are bimbos but in 2016 i was like fuck.. we are these people. i became these people.

perspective is everything. mr jealousy was hard i had to buy the dvd on ebay back in 2016 or 2017 when i originally watche dit.

its been a minute its been like 4 years. i remember watchign it and digging it and understanding the flaws.

why not bring it to movie club.

it was a super enjoyable watch i was like oh man are we going to to be able to talk about this are people going to like this.

at th eend of the day i loved peoples insights talking about it.

the therapy sessions and its comment on therapy. i really loved i felt like it was fun he came to therapy as a lie but they all benefited kinda from it. i loved the hyperbolic nature of this movie everything was extreme and exaggerated.

it caused noah b to go in a hole for 8 years.

um. my logical brain wants to give it a 3 but my personal enjoyment is easliy a 4. group therapy sessions by peter bogdonovich.",4
Mars Attacks,Daniel,"I have never gone first.
Mars attacks. Very excited to watch this moovie. Because ive never seen it. I didn’t even know tim burton directed this movie.

This movie seemed like an SNL skit that was in movie form. Watching the cast I was pretty pumped. it was a cultural moment that i missed when i was kid. and when i watched this i was like... this is a reverse allegory for our treatment of the native americans:

mars comes in is like ""we wanna be your friends"" oh wait never mind we are going to murder all of you.

then i found out that the song that saved everybody was called ""the indian love call"" and the fact that the kid that won looked like a native american and was from a military family and made a tee-pee reference and i was like oh my god. tim burton

then we looked up the cards and i wa slike... oh tim burton was just referencing some cards..

all jokes aside, i do think tim burton was playing with a lot of things and at the end of the day he liked subverting everything, whether that was our treatment of the native americans, action movies, being a first rate movie star at 96. he sprinkled it in everything and at the end of the day i wanna hang out and party with tom jones for real. this was 3 attacks on mars. by mars. sorry.",3
WR: Mysteries of the Organism,Daniel,"I will give a review from my mouth rather than my butt.

Super interesting pick. Arguably the most art house film we have done by far.

It was a collage, which I respect.

Happy I saw it.

It was interesting I watched it I was very tired.

my biggest takeaway from this film was an aspect i was trying to read into it but sam said dont analyze it too much my takeawy was the opposite of: the phrase: everything looks perfect from far way.

i say everythign looks perfect zoomed in. sex is perfect zoomed in sex manifesets itself through politics whether thats communism or the american dream

for me when i lose s dr recih politics american paradoxiacal maybe he was getting do that point maybe you cant extrapolate even a human truth human politics or communism east v west you can i dont know where im going with thsi blah blah blah 3 sex balls soccer balls 3 sex balls vibes thats where i am.",3
Monkey Bone,Daniel,"happy quiet man day.

Had no idea about this movie. Had no idea about how little of films henry sellick directed. Stop motion takes a long time.

When I saw he directed I was like this is crazy and I hav eno idea about this movie.

we presesed play it started happening it was a 2001 movie where its between 1990s and 2000s which is a weird vibe.

once we got downtown i was like... cool i get where we are going. but overall it just didnt explore it enough

it was bad. brendan frazier was at some parts had quircky cartoon comic book drawler but also he tryin to be married. it didnt wrk.

but then chris katan come and save the day. it was a 5/5 star scene in this movie. most brilliant snl skit in your life.

at the end of the movie rachel was like was that so good and then misdirect, amazing scene. this holds up isolated organ donor organ donor team gymnast take it out and so good. this movie had a lot of potential.

this is the quintessential wednesday night movie. this is why we get together. this is why we talk about movies. this is why we do this. so good so bad at the same time. 2 kidneys out of dead kris katan.",2
Magic Mike,Daniel,"I was very excited about jordans selection of magic mike.

Ive heard a lot of allure around the series, and in hindsight I relize its around the second one. i kne what to expect.

I did not expect a real movie. Halfway through I was like they are trying to make a real geunine indy moive.

i was like this is supposed to be one thing

the hoook around this love hate relationship with this movie i wa slike they try to make indy movie about male strippers in florida but there are bad steps and cliches they made such as the drugs the sidekick ya know.

overall the heart was there. we realized the heart was there in the rgiht place you gotta appreciate the performances overallwere great except the kid

because of that love hate relationshipwith this im so excited for this next one but i was happy i watched it and im a soderburt fan

churnin shit out like iphones all the time because of love hate relationship it gets 3 catfuls of ghb",3
DRUK (Another Round),Daniel,"so this is my pick.

I was torn about picking this movie I was the firs tone pick off season 8. I remember all of you alls watching it and I wish it was with you.

It dips the toes into the arthouse cinema waters but the minute I pressed play i was like okay, we will hav ea lot to stalk about this was my second time watchin.

the second time watching it i was like this is a beautiful film about male friendships dealing with a middle aged rut

martin: adolescent kids wife emotionally far away

nicolash: new kids so eh was in a rut

peter: never in deep relationship

tommy: divorced

all delt with male middle aged ruts well minus peters in a great way a fantastic part of this movie.

its story of alchohol is beautiful: its realistic, you got for 4 friends who deal with alchohol in a celebratory way but we can f-up our lives a little bit but one of them doesnt know how to... its a realistic story and i love that.

is alchohol gonna ruin our lives? no. gonna make us fuck up some shit? yeh.

gotta give it 5 with a point in front of it B.A.C.",5
Lapsis,Daniel,"low budget movies thrive in traditional indy fair.

Coming of age, romantic comedy, and then… sci-fi

I was excited about this being a sci-fi movie, open to different reality, different dimensions.

First act came in super heavy with how exciting this movie can be.

i think this conversation fleshed out ideas that could make this movie 110 times greater than what we watched.

at the end of the day this movie had some great performances.

it iddnt stick the landing, i gotta put it in perspective, im happy they are making movies like this the director is working. i dont think ill return to it i am happy i watched it 3 out of extraordianry pillow fights three of them",3
The Skin I Live In,Daniel,"I cannot count, ever.

So ive seen a loto f this guys directors movies. This guys movies. Because of that bulter screen we did. I like a lot of them but hes enver done a complete homerun for me but hes made some… off ones.

This guy is like a very prolific filmmaker and this was his horror. and it was regarded as a very interesting movie when it came out.

a lot of things have already been said, but i felt like he brought a lot f his mello drama and convoluted drama about this extrastraneous bs but this one makes it worse.

it could have been a simple film about grief and loss and make it stronger.

he has to make a lot of movies:

what if, we had this crazy plastic surgeon that reverses a guys sex, without his consent? isnt that crazy?

lets reverse engineer the story.

rape. ok what would make someone so made but oh have this wife run away.

he had a good idea and he reverse engineered. antonio banderaze was great gift to screen his face.

im gonna give this 3 nonconsentualvanginalplasties
",3
Sorcerer,Daniel,"very bummed I had to come in so late, we were running an event really late for erin. Haron college. Iupui. Erin herin.

Bummed I had to miss the beginning of the conversation. Thank you hake for picking this movie, theres a lot of allure around thsi movie that id idnt even know about it.

i feel like this movie was picked at the right time. casavetti and malaya nd enjoying the language of 70s filmmaking. the verite filmaking style and the vignettes were fantastic, felt documentary style.

and then, um, i loved how these characters were never redeeming, we are just going to show these guys down and out. they dont even value their lives. they are trying to get out kindof, but the film showed they are half heartedly trying to get out.

this movie was like, well lets just give them a game sot hey have meaning again even they dont have anything to live for. speaking with safety brothers they would be this movie is the fucking beast.

characters that dont mean anything but im gonna tell their story anyways.

the lack of exposition i was totally down for, i dont need any of that, this movie has aged because they dont fill gaps. theres so many holes. holes make for great conversation to argue about what they mean. room to think about what that means. filmmakers that let the audience think about things compliments the audiences ability to think about things and not be strapped into a box and in hindsight i loved this movie it was. blah blah 4 drips of nitroglycerine 70s movie rule they are so good. i was in it.",4
Shogun Assassin,Daniel,"coming off of reifs review, I 100% agree I thought this movie was a lot more fun and funny than I was planning on.

I couldn’t tell whether it was purposeful, but in turn it was fun, like the main character we all talked about he seemed like a goofball but at the same time he had it all together.

as a lot of peopl eliked this movie and liked the dub, i was excited to watch it because i loved django. it was such an immediate disappointment when the kid was narrating.

when he stopped and we got to live in the moment, the kid just kept pulling me out and it was so anti what the original filmmakers were trying to do.. so that was tough.

this was a nice seguay to sorcerer. i love it it had the 80s music but over explanation.

here's sorcerer that did it more my style shogun assassin had the same ingredients but didnt do it my style.

the women were my favorite and the kimono eject button got 5 swords. im gonna give this 3 ballz.",3
